State,Denominator,Prevalence,Lower CI,Upper CI,Year,Source,Source_Full1,State_Full1,State_Full2,Numerator_ASD,Numerator_NonASD,Proportion,95_Z_CI,Z_Lower CI,Z_Upper CI,Z_Lower CI_ABSerror,Z_Upper CI_ABSerror,Chi_Wilson_P,95_Chi_Wilson_CI,Chi_Wilson_Lower CI,Chi_Wilson_Upper CI,Chi_Wilson_Lower CI_ABSerror,Chi_Wilson_Upper CI_ABSerror,Chi_Wilson_Corrected_w_minus CI,Chi_Wilson_Corrected_w_plus CI,Chi_Wilson_Corrected_Lower CI,Chi_Wilson_Corrected_Upper CI,Chi_Wilson_Corrected_Lower CI_ABSerror,Chi_Wilson_Corrected_Upper CI_ABSerror,Male Prevalence,Male Lower CI,Male Upper CI,Female Prevalence,Female Lower CI,Female Upper CI,Non-hispanic white Prevalence,Non-hispanic white Lower CI,Non-hispanic white Upper CI,Non-hispanic black Prevalence,Non-hispanic black Lower CI,Non-hispanic black Upper CI,Hispanic Prevalence,Hispanic Lower CI,Hispanic Upper CI,Asian or Pacific Islander Prevalence,Asian or Pacific Islander Lower CI,Asian or Pacific Islander Upper CI
DC,56388,0.4,0.3,0.7,2002,medi,Medicaid,District of Columbia,DC-District of Columbia,23,56365,0.000407888,0.000166662,0.24122615,0.574550256,0.05877385,0.125449744,0.000441921,0.000170096,0.27182507,0.612016591,0.02817493,0.087983409,0.000264742,0.000622648,0.264741913,0.622647959,0.035258087,0.077352041,,,,,,,,,,,,,,,,,,
FL,998003,1.7,1.7,1.8,2002,medi,Medicaid,Florida,FL-Florida,1697,996306,0.001700396,8.08328E-05,1.619562892,1.781228489,0.080437108,0.018771511,0.001702314,8.08554E-05,1.621458315,1.783169106,0.078541685,0.016830894,0.001620969,0.001783682,1.620969202,1.783681988,0.079030798,0.016318012,,,,,,,,,,,,,,,,,,
GA,606252,2.7,2.6,2.9,2002,medi,Medicaid,Georgia,GA-Georgia,1637,604615,0.002700197,0.000130627,2.56957053,2.830824025,0.03042947,0.069175975,0.002703348,0.000130664,2.572684017,2.834012686,0.027315983,0.065987314,0.002571879,0.002834857,2.571879173,2.834857307,0.028120827,0.065142693,,,,,,,,,,,,,,,,,,
HI,68692,0.7,0.5,0.9,2002,medi,Medicaid,Hawaii,HI-Hawaii,48,68644,0.000698771,0.000197611,0.501160489,0.896382165,0.001160489,0.003617835,0.000726692,0.000199568,0.527124045,0.926260275,0.027124045,0.026260275,0.000520867,0.000934554,0.520866505,0.934554446,0.020866505,0.034554446,,,,,,,,,,,,,,,,,,
ID,90875,7,6.4,7.5,2002,medi,Medicaid,Idaho,ID-Idaho,636,90239,0.006998624,0.00054201,6.45661467,7.540634298,0.05661467,0.040634298,0.007019464,0.000542399,6.477064875,7.56186254,0.077064875,0.06186254,0.006471774,0.007567576,6.47177447,7.567575711,0.07177447,0.067575711,,,,,,,,,,,,,,,,,,
IL,784475,2.2,2.1,2.3,2002,medi,Medicaid,Illinois,IL-Illinois,1726,782749,0.002200198,0.000103684,2.096513741,2.303881427,0.003486259,0.003881427,0.002202635,0.000103712,2.098922985,2.306347465,0.001077015,0.006347465,0.002098301,0.002307,2.098300601,2.30699981,0.001699399,0.00699981,,,,,,,,,,,,,,,,,,
IN,388141,3.7,3.5,3.9,2002,medi,Medicaid,Indiana,IN-Indiana,1436,386705,0.003699686,0.000190999,3.508687529,3.89068538,0.008687529,0.00931462,0.003704598,0.000191061,3.513537196,3.895659454,0.013537196,0.004340546,0.003512282,0.003896981,3.512282137,3.896980747,0.012282137,0.003019253,,,,,,,,,,,,,,,,,,
IA,129963,3.3,3,3.6,2002,medi,Medicaid,Iowa,IA-Iowa,429,129534,0.003300939,0.000311845,2.98909432,3.612784677,0.01090568,0.012784677,0.003315621,0.000312186,3.003434582,3.627806503,0.003434582,0.027806503,0.002999768,0.003631835,2.999768418,3.631834503,0.000231582,0.031834503,,,,,,,,,,,,,,,,,,
KS,119002,4.9,4.5,5.3,2002,medi,Medicaid,Kansas,KS-Kansas,583,118419,0.004899077,0.0003967,4.502377809,5.295776844,0.002377809,0.004223156,0.004915059,0.000397015,4.518044065,5.31207389,0.018044065,0.01207389,0.004514012,0.005316444,4.514011756,5.316444456,0.014011756,0.016444456,,,,,,,,,,,,,,,,,,
KY,292737,3.1,2.9,3.3,2002,medi,Medicaid,Kentucky,KY-Kentucky,907,291830,0.003098344,0.000201326,2.897018057,3.299670438,0.002981943,0.000329562,0.003104865,0.00020143,2.903434348,3.306295219,0.003434348,0.006295219,0.002901782,0.003308058,2.90178165,3.308058497,0.00178165,0.008058497,,,,,,,,,,,,,,,,,,
LA,462469,1.7,1.6,1.8,2002,medi,Medicaid,Louisiana,LA-Louisiana,786,461683,0.001699573,0.000118715,1.580857893,1.81828886,0.019142107,0.01828886,0.001703712,0.000118787,1.584925308,1.822499556,0.015074692,0.022499556,0.001583882,0.001823618,1.583881841,1.823618366,0.016118159,0.023618366,,,,,,,,,,,,,,,,,,
ME,87386,12.1,11.4,12.8,2002,medi,Medicaid,Maine,ME-Maine,1057,86329,0.012095759,0.000724772,11.37098748,12.82053062,0.029012524,0.020530616,0.012117206,0.000725073,11.3921333,12.84227911,0.007866698,0.042279113,0.011386581,0.01284817,11.38658107,12.84816982,0.013418928,0.048169819,,,,,,,,,,,,,,,,,,
MD,319183,3.7,3.5,3.9,2002,medi,Medicaid,Maryland,MD-Maryland,1181,318002,0.003700072,0.000210634,3.489437813,3.910705679,0.010562187,0.010705679,0.003706045,0.000210717,3.495327447,3.916762125,0.004672553,0.016762125,0.003493805,0.003918373,3.493805374,3.918373004,0.006194626,0.018373004,,,,,,,,,,,,,,,,,,
MA,352027,1.3,1.2,1.5,2002,medi,Medicaid,Massachusetts,MA-Massachusetts,458,351569,0.001301037,0.000119075,1.181961139,1.420111997,0.018038861,0.079888003,0.001306479,0.000119199,1.187279443,1.425677579,0.012720557,0.074322421,0.001185924,0.001427163,1.185923974,1.427162735,0.014076026,0.072837265,,,,,,,,,,,,,,,,,,
MI,637087,6.6,6.4,6.8,2002,medi,Medicaid,Michigan,MI-Michigan,4205,632882,0.006600354,0.000198836,6.401518732,6.799190119,0.001518732,0.000809881,0.006603329,0.000198857,6.404472122,6.802186821,0.004472122,0.002186821,0.006403699,0.006802983,6.403699046,6.80298338,0.003699046,0.00298338,,,,,,,,,,,,,,,,,,
MN,235826,7.4,7.1,7.8,2002,medi,Medicaid,Minnesota,MN-Minnesota,1745,234081,0.007399523,0.000345893,7.053630705,7.74541605,0.046369295,0.05458395,0.007407547,0.000345983,7.061564488,7.753530316,0.038435512,0.046469684,0.007059493,0.0077557,7.05949349,7.755699656,0.04050651,0.044300344,,,,,,,,,,,,,,,,,,
MS,285144,1.8,1.6,1.9,2002,medi,Medicaid,Mississippi,MS-Mississippi,513,284631,0.001799091,0.000155543,1.643547611,1.95463436,0.043547611,0.05463436,0.001805803,0.000155687,1.650115592,1.96148972,0.050115592,0.06148972,0.001648438,0.001963319,1.648437726,1.96331877,0.048437726,0.06331877,,,,,,,,,,,,,,,,,,
MO,436980,3.4,3.2,3.6,2002,medi,Medicaid,Missouri,MO-Missouri,1486,435494,0.003400613,0.000172606,3.228007159,3.573219441,0.028007159,0.026780559,0.003404979,0.000172661,3.23231825,3.57763941,0.03231825,0.02236059,0.003231203,0.003578813,3.231202976,3.578812545,0.031202976,0.021187455,,,,,,,,,,,,,,,,,,
MT,38320,7.3,6.5,8.2,2002,medi,Medicaid,Montana,MT-Montana,280,38040,0.007306889,0.000852725,6.454164128,8.159614578,0.045835872,0.040385422,0.007356275,0.000854111,6.502163862,8.210386795,0.002163862,0.010386795,0.006489872,0.008224188,6.489871876,8.224187541,0.010128124,0.024187541,,,,,,,,,,,,,,,,,,
NE,112447,1.2,1,1.4,2002,medi,Medicaid,Nebraska,NE-Nebraska,135,112312,0.001200566,0.000202398,0.998167586,1.402963613,0.001832414,0.002963613,0.001217605,0.000203111,1.014494629,1.420715773,0.014494629,0.020715773,0.001010422,0.001425535,1.010421608,1.425534839,0.010421608,0.025534839,,,,,,,,,,,,,,,,,,
NV,78225,3.8,3.4,4.3,2002,medi,Medicaid,Nevada,NV-Nevada,297,77928,0.00379674,0.000430978,3.365762548,4.227717797,0.034237452,0.072282203,0.003821106,0.000431655,3.389451124,4.252761744,0.010548876,0.047238256,0.003383421,0.004259514,3.383420563,4.259513886,0.016579437,0.040486114,,,,,,,,,,,,,,,,,,
NH,50451,5,4.4,5.6,2002,medi,Medicaid,New Hampshire,NH-New Hampshire,252,50199,0.004994946,0.000615164,4.379781146,5.610110035,0.020218854,0.010110035,0.005032634,0.000616294,4.416339116,5.648928044,0.016339116,0.048928044,0.004407036,0.005659444,4.407035582,5.659443605,0.007035582,0.059443605,,,,,,,,,,,,,,,,,,
NJ,367563,2.5,2.4,2.7,2002,medi,Medicaid,New Jersey,NJ-New Jersey,919,366644,0.002500252,0.000161447,2.33880448,2.661698835,0.06119552,0.038301165,0.002505451,0.00016153,2.343921016,2.666981087,0.056078984,0.033018913,0.002342605,0.002668385,2.342604511,2.668385164,0.057395489,0.031614836,,,,,,,,,,,,,,,,,,
NM,212060,1.6,1.5,1.8,2002,medi,Medicaid,New Mexico,NM-New Mexico,339,211721,0.001598604,0.000170036,1.428567819,1.768640518,0.071432181,0.031359482,0.001607633,0.000170274,1.437358197,1.777906858,0.062641803,0.022093142,0.001435125,0.00178039,1.435125478,1.780389608,0.064874522,0.019610392,,,,,,,,,,,,,,,,,,
NY,1213599,2.5,2.4,2.6,2002,medi,Medicaid,New York,NY-New York,3034,1210565,0.002500002,8.88458E-05,2.411156215,2.588847905,0.011156215,0.011152095,0.002501577,8.88597E-05,2.412717155,2.590436473,0.012717155,0.009563527,0.002412312,0.002590856,2.41231246,2.59085577,0.01231246,0.00914423,,,,,,,,,,,,,,,,,,
NC,506880,3.7,3.5,3.9,2002,medi,Medicaid,North Carolina,NC-North Carolina,1875,505005,0.0036991,0.000167124,3.531976375,3.866224383,0.031976375,0.033775617,0.003702862,0.000167166,3.535695943,3.870027325,0.035695943,0.029972675,0.003534732,0.003871036,3.53473172,3.871035937,0.03473172,0.028964063,,,,,,,,,,,,,,,,,,
ND,23278,3.5,2.8,4.3,2002,medi,Medicaid,North Dakota,ND-North Dakota,81,23197,0.00347968,0.000756464,2.723216818,4.236143951,0.076783182,0.063856049,0.003561605,0.000760825,2.800780464,4.322430091,0.000780464,0.022430091,0.002781621,0.004346215,2.781620586,4.346215014,0.018379414,0.046215014,,,,,,,,,,,,,,,,,,
OH,714335,2.7,2.6,2.8,2002,medi,Medicaid,Ohio,OH-Ohio,1929,712406,0.002700414,0.000120344,2.580069491,2.820757852,0.019930509,0.020757852,0.002703088,0.000120374,2.582714403,2.823461539,0.017285597,0.023461539,0.00258203,0.002824177,2.582030007,2.824177036,0.017969993,0.024177036,,,,,,,,,,,,,,,,,,
OK,325747,1.4,1.2,1.5,2002,medi,Medicaid,Oklahoma,OK-Oklahoma,456,325291,0.001399859,0.000128394,1.271465054,1.528253746,0.071465054,0.028253746,0.001405739,0.000128528,1.277211055,1.534267358,0.077211055,0.034267358,0.001275746,0.001535872,1.275746377,1.535872473,0.075746377,0.035872473,,,,,,,,,,,,,,,,,,
OR,175645,5.6,5.2,5.9,2002,medi,Medicaid,Oregon,OR-Oregon,984,174661,0.005602209,0.000349052,5.253157167,5.951260835,0.053157167,0.051260835,0.005613022,0.000349215,5.263806085,5.962236981,0.063806085,0.062236981,0.005261048,0.005965172,5.261047645,5.965171696,0.061047645,0.065171696,,,,,,,,,,,,,,,,,,
PA,613611,4.9,4.8,5.1,2002,medi,Medicaid,Pennsylvania,PA-Pennsylvania,3007,610604,0.004900499,0.000174725,4.725773901,5.075223799,0.074226099,0.024776201,0.004903598,0.000174752,4.728846467,5.07835025,0.071153533,0.02164975,0.004728046,0.00507918,4.728046077,5.079179546,0.071953923,0.020820454,,,,,,,,,,,,,,,,,,
RI,73167,5.7,5.2,6.3,2002,medi,Medicaid,Rhode Island,RI-Rhode Island,417,72750,0.005699291,0.000545456,5.153834637,6.244746691,0.046165363,0.055253309,0.005725241,0.000546059,5.179182687,6.271300075,0.020817313,0.028699925,0.005172674,0.006278458,5.172674208,6.278458044,0.027325792,0.021541956,,,,,,,,,,,,,,,,,,
SC,376871,3.4,3.2,3.6,2002,medi,Medicaid,South Carolina,SC-South Carolina,1281,375590,0.003399041,0.000185819,3.213221851,3.584860251,0.013221851,0.015139749,0.003404103,0.000185887,3.218215686,3.589990054,0.018215686,0.010009946,0.003216925,0.003591353,3.216925116,3.591352878,0.016925116,0.008647122,,,,,,,,,,,,,,,,,,
SD,50966,2.6,2.1,3,2002,medi,Medicaid,South Dakota,SD-South Dakota,133,50833,0.002609583,0.000442921,2.16666218,3.052503538,0.06666218,0.052503538,0.00264707,0.000444488,2.20258224,3.091557414,0.10258224,0.091557414,0.002193601,0.003102194,2.193600624,3.102193688,0.093600624,0.102193688,,,,,,,,,,,,,,,,,,
TN,517306,0.8,0.7,0.9,2002,medi,Medicaid,Tennessee,TN-Tennessee,414,516892,0.0008003,7.70596E-05,0.72324039,0.877359641,0.02324039,0.022640359,0.000804007,7.71485E-05,0.726858541,0.881155442,0.026858541,0.018844558,0.000725938,0.000882168,0.725938458,0.882168409,0.025938458,0.017831591,,,,,,,,,,,,,,,,,,
TX,1298947,1.5,1.5,1.6,2002,medi,Medicaid,Texas,TX-Texas,1948,1296999,0.001499676,6.65465E-05,1.433129773,1.56622278,0.066870227,0.03377722,0.001501151,6.65627E-05,1.434587786,1.567713252,0.065412214,0.032286748,0.001434211,0.001568107,1.434211386,1.568106702,0.065788614,0.031893298,,,,,,,,,,,,,,,,,,
UT,80714,3.2,2.8,3.6,2002,medi,Medicaid,Utah,UT-Utah,258,80456,0.003196471,0.000389416,2.807055433,3.585887551,0.007055433,0.014112449,0.003220115,0.000390124,2.829991059,3.610238875,0.029991059,0.010238875,0.002824172,0.003616809,2.824172238,3.616808523,0.024172238,0.016808523,,,,,,,,,,,,,,,,,,
VT,52396,6.9,6.3,7.7,2002,medi,Medicaid,Vermont,VT-Vermont,362,52034,0.006908924,0.000709249,6.199675263,7.618173427,0.100324737,0.081826573,0.006945073,0.000710144,6.234929372,7.65521683,0.065070628,0.04478317,0.006225873,0.007665244,6.225873251,7.665244394,0.074126749,0.034755606,,,,,,,,,,,,,,,,,,
VA,281133,2.6,2.5,2.8,2002,medi,Medicaid,Virginia,VA-Virginia,731,280402,0.002600193,0.000188248,2.411945129,2.788440454,0.088054871,0.011559546,0.002606989,0.000188369,2.418620244,2.795358298,0.081379756,0.004641702,0.002416906,0.002797201,2.416905931,2.79720095,0.083094069,0.00279905,,,,,,,,,,,,,,,,,,
WA,471773,1.4,1.3,1.5,2002,medi,Medicaid,Washington,WA-Washington,660,471113,0.001398978,0.000106655,1.292322466,1.50563333,0.007677534,0.00563333,0.001403038,0.000106732,1.296305533,1.509770014,0.003694467,0.009770014,0.001295286,0.00151087,1.295286031,1.510870143,0.004713969,0.010870143,,,,,,,,,,,,,,,,,,
WV,135767,5.5,5.1,5.9,2002,medi,Medicaid,West Virginia,WV-West Virginia,747,135020,0.005502073,0.000393474,5.108599341,5.895547469,0.008599341,0.004452531,0.005516065,0.000393717,5.122347407,5.909781751,0.022347407,0.009781751,0.005118796,0.005913595,5.118795621,5.913595273,0.018795621,0.013595273,,,,,,,,,,,,,,,,,,
WI,266853,6.7,6.4,7,2002,medi,Medicaid,Wisconsin,WI-Wisconsin,1788,265065,0.006700318,0.000309528,6.390790177,7.009846128,0.009209823,0.009846128,0.006707419,0.000309607,6.397812108,7.017026497,0.002187892,0.017026497,0.006395981,0.007018943,6.395981422,7.018943132,0.004018578,0.018943132,,,,,,,,,,,,,,,,,,
WY,29803,2.8,2.2,3.5,2002,medi,Medicaid,Wyoming,WY-Wyoming,83,29720,0.002784955,0.000598304,2.186651004,3.383258065,0.013348996,0.116741935,0.002849035,0.000601687,2.247347812,3.450721843,0.047347812,0.049278157,0.002232362,0.00346928,2.23236235,3.469280361,0.03236235,0.030719639,,,,,,,,,,,,,,,,,,
AL,317920,2,1.9,2.2,2003,medi,Medicaid,Alabama,AL-Alabama,636,317284,0.002000503,0.000155319,1.845184495,2.155822048,0.054815505,0.044177952,0.002006521,0.000155434,1.851086221,2.161954931,0.048913779,0.038045069,0.001849574,0.002163589,1.849574413,2.163588506,0.050425587,0.036411494,,,,,,,,,,,,,,,,,,
AK,59663,4.2,3.7,4.7,2003,medi,Medicaid,Alaska,AK-Alaska,251,59412,0.004206962,0.000519355,3.687607331,4.726317547,0.012392669,0.026317547,0.004238882,0.000520318,3.718564074,4.759200903,0.018564074,0.059200903,0.003710699,0.004768095,3.71069855,4.768094589,0.01069855,0.068094589,,,,,,,,,,,,,,,,,,
AZ,432277,4,3.9,4.2,2003,medi,Medicaid,Arizona,AZ-Arizona,1729,430548,0.00399975,0.000188154,3.811596278,4.187904042,0.088403722,0.012095958,0.004004158,0.000188205,3.815953194,4.192362527,0.084046806,0.007637473,0.003814824,0.004193546,3.81482363,4.193546269,0.08517637,0.006453731,,,,,,,,,,,,,,,,,,
AR,271969,4.7,4.4,4.9,2003,medi,Medicaid,Arkansas,AR-Arkansas,1278,270691,0.004699065,0.000257023,4.442042363,4.956087571,0.042042363,0.056087571,0.004706061,0.000257116,4.448944825,4.963176787,0.048944825,0.063176787,0.004447156,0.004965065,4.447156432,4.965065222,0.047156432,0.065065222,,,,,,,,,,,,,,,,,,
CA,2831003,1.6,1.6,1.7,2003,medi,Medicaid,California,CA-California,4530,2826473,0.00160014,4.65596E-05,1.55358001,1.646699184,0.04641999,0.053300816,0.001600816,4.65645E-05,1.554251421,1.647380354,0.045748579,0.052619646,0.001554077,0.00164756,1.55407737,1.647559535,0.04592263,0.052440465,,,,,,,,,,,,,,,,,,
CO,174653,2.3,2.1,2.6,2003,medi,Medicaid,Colorado,CO-Colorado,402,174251,0.002301707,0.000224742,2.076964585,2.526449041,0.023035415,0.073550959,0.002312653,0.000225006,2.087647161,2.537659538,0.012352839,0.062340462,0.002084924,0.002540662,2.084923721,2.540661524,0.015076279,0.059338476,,,,,,,,,,,,,,,,,,
CT,189680,0.5,0.4,0.6,2003,medi,Medicaid,Connecticut,CT-Connecticut,95,189585,0.000500844,0.000100688,0.400155096,0.601531956,0.000155096,0.001531956,0.000510959,0.000101194,0.409765045,0.612153624,0.009765045,0.012153624,0.000407393,0.000615053,0.407392927,0.615052748,0.007392927,0.015052748,,,,,,,,,,,,,,,,,,
DE,51552,3.8,3.3,4.3,2003,medi,Medicaid,Delaware,DE-Delaware,196,51356,0.003801986,0.000531256,3.270730838,4.333241849,0.029269162,0.033241849,0.003838958,0.000532521,3.306437659,4.371479093,0.006437659,0.071479093,0.003297413,0.00438185,3.297413202,4.381850215,0.002586798,0.081850215,,,,,,,,,,,,,,,,,,
DC,61285,0.7,0.5,1,2003,medi,Medicaid,District of Columbia,DC-District of Columbia,43,61242,0.00070164,0.000209641,0.491999124,0.911280635,0.008000876,0.088719365,0.000732935,0.000211957,0.520977643,0.944892109,0.020977643,0.055107891,0.000514028,0.000954251,0.514027527,0.954251311,0.014027527,0.045748689,,,,,,,,,,,,,,,,,,
FL,1046227,2,1.9,2.1,2003,medi,Medicaid,Florida,FL-Florida,2092,1044135,0.001999566,8.55989E-05,1.913967123,2.085164997,0.013967123,0.014835003,0.002001395,8.56183E-05,1.915776266,2.087012882,0.015776266,0.012987118,0.001915309,0.002087501,1.915308568,2.087500994,0.015308568,0.012499006,,,,,,,,,,,,,,,,,,
GA,656791,3.3,3.2,3.5,2003,medi,Medicaid,Georgia,GA-Georgia,2167,654624,0.003299375,0.000138686,3.160689265,3.438061327,0.039310735,0.061938673,0.00330228,0.000138716,3.163564347,3.440996445,0.036435653,0.059003555,0.003162819,0.003441774,3.162819019,3.44177366,0.037180981,0.05822634,,,,,,,,,,,,,,,,,,
HI,71906,0.7,0.5,0.9,2003,medi,Medicaid,Hawaii,HI-Hawaii,50,71856,0.000695352,0.000192671,0.502681015,0.888023516,0.002681015,0.011976484,0.000722025,0.000194504,0.527521682,0.916529044,0.027521682,0.016529044,0.000521524,0.000924433,0.521524401,0.924433378,0.021524401,0.024433378,,,,,,,,,,,,,,,,,,
ID,97498,8.1,7.6,8.7,2003,medi,Medicaid,Idaho,ID-Idaho,790,96708,0.00810273,0.000562729,7.540001338,8.665459287,0.059998662,0.034540713,0.00812211,0.000563052,7.559058972,8.685162011,0.040941028,0.014837989,0.007554107,0.008690467,7.554107401,8.690466599,0.045892599,0.009533401,,,,,,,,,,,,,,,,,,
IL,813830,2.4,2.3,2.5,2003,medi,Medicaid,Illinois,IL-Illinois,1953,811877,0.002399764,0.000106303,2.293461502,2.506066655,0.006538498,0.006066655,0.002402113,0.000106328,2.295784581,2.508441122,0.004215419,0.008441122,0.002295184,0.002509069,2.295183777,2.509069068,0.004816223,0.009069068,,,,,,,,,,,,,,,,,,
IN,398970,4.5,4.3,4.7,2003,medi,Medicaid,Indiana,IN-Indiana,1795,397175,0.004499085,0.000207664,4.291421291,4.706748998,0.008578709,0.006748998,0.004503856,0.000207718,4.29613835,4.711573649,0.00386165,0.011573649,0.004294914,0.004712856,4.294913921,4.712855645,0.005086079,0.012855645,,,,,,,,,,,,,,,,,,
IA,139481,2.6,2.3,2.9,2003,medi,Medicaid,Iowa,IA-Iowa,363,139118,0.002602505,0.000267375,2.335130191,2.86987981,0.035130191,0.03012019,0.002616203,0.000267722,2.348481681,2.883925304,0.048481681,0.016074696,0.002345081,0.002887693,2.345080539,2.887693274,0.045080539,0.012306726,,,,,,,,,,,,,,,,,,
KS,127906,5.1,4.7,5.5,2003,medi,Medicaid,Kansas,KS-Kansas,652,127254,0.005097493,0.000390275,4.707218021,5.487768922,0.007218021,0.012231078,0.005112357,0.000390553,4.721804141,5.502909172,0.021804141,0.002909172,0.004718044,0.005506967,4.718043931,5.506966911,0.018043931,0.006966911,,,,,,,,,,,,,,,,,,
KY,305029,3.3,3.1,3.5,2003,medi,Medicaid,Kentucky,KY-Kentucky,1007,304022,0.003301325,0.000203565,3.097760201,3.504890694,0.002239799,0.004890694,0.003307581,0.00020366,3.103920619,3.511240717,0.003920619,0.011240717,0.003102332,0.00351293,3.102331803,3.512930224,0.002331803,0.012930224,,,,,,,,,,,,,,,,,,
LA,498414,2,1.9,2.1,2003,medi,Medicaid,Louisiana,LA-Louisiana,997,497417,0.002000345,0.000124043,1.87630256,2.12438763,0.02369744,0.02438763,0.002004183,0.000124101,1.880081904,2.128284756,0.019918096,0.028284756,0.00187911,0.002129319,1.87910976,2.129318953,0.02089024,0.029318953,,,,,,,,,,,,,,,,,,
ME,85462,15.4,14.6,16.2,2003,medi,Medicaid,Maine,ME-Maine,1316,84146,0.015398657,0.000825531,14.57312608,16.22418735,0.026873924,0.02418735,0.015420438,0.000825799,14.59463884,16.24623763,0.005361157,0.046237627,0.014588943,0.016252242,14.58894288,16.25224221,0.011057124,0.052242211,,,,,,,,,,,,,,,,,,
MD,331647,4.8,4.6,5,2003,medi,Medicaid,Maryland,MD-Maryland,1592,330055,0.004800285,0.000235233,4.56505141,5.03551787,0.03494859,0.03551787,0.00480602,0.000235302,4.570718672,5.041322246,0.029281328,0.041322246,0.004569248,0.005042867,4.569247816,5.042866603,0.030752184,0.042866603,,,,,,,,,,,,,,,,,,
MA,339011,1.5,1.4,1.7,2003,medi,Medicaid,Massachusetts,MA-Massachusetts,509,338502,0.001501426,0.000130337,1.371089449,1.631762966,0.028910551,0.068237034,0.001507075,0.000130458,1.37661645,1.63753318,0.02338355,0.06246682,0.001375205,0.001639072,1.375205463,1.639071884,0.024794537,0.060928116,,,,,,,,,,,,,,,,,,
MI,676109,6.3,6.1,6.5,2003,medi,Medicaid,Michigan,MI-Michigan,4259,671850,0.00629928,0.000188588,6.110692605,6.487867686,0.010692605,0.012132314,0.006302085,0.000188608,6.113477332,6.490693061,0.013477332,0.009306939,0.006112749,0.006491444,6.112748809,6.491443581,0.012748809,0.008556419,,,,,,,,,,,,,,,,,,
MN,250920,8.6,8.3,9,2003,medi,Medicaid,Minnesota,MN-Minnesota,2158,248762,0.008600351,0.000361296,8.23905491,8.961646509,0.06094509,0.038353491,0.008607874,0.000361371,8.246502327,8.969245024,0.053497673,0.030754976,0.008244551,0.008971279,8.244551175,8.97127914,0.055448825,0.02872086,,,,,,,,,,,,,,,,,,
MS,292406,1.9,1.8,2.1,2003,medi,Medicaid,Mississippi,MS-Mississippi,556,291850,0.001901466,0.000157901,1.743564394,2.059367147,0.056435606,0.040632853,0.001908009,0.000158036,1.749973541,2.066045282,0.050026459,0.033954718,0.001748334,0.002067826,1.748334429,2.067825996,0.051665571,0.032174004,,,,,,,,,,,,,,,,,,
MO,463143,3.6,3.4,3.8,2003,medi,Medicaid,Missouri,MO-Missouri,1667,461476,0.00359932,0.000172472,3.426848616,3.771791976,0.026848616,0.028208024,0.003603438,0.00017252,3.430917469,3.775957673,0.030917469,0.024042327,0.003429864,0.003777063,3.429863664,3.777063007,0.029863664,0.022936993,,,,,,,,,,,,,,,,,,
MT,40132,8.7,7.8,9.6,2003,medi,Medicaid,Montana,MT-Montana,349,39783,0.008696302,0.000908392,7.787910071,9.604694335,0.012089929,0.004694335,0.008743326,0.000909565,7.833760585,9.652890581,0.033760585,0.052890581,0.007821947,0.009665992,7.821947175,9.665992085,0.021947175,0.065992085,,,,,,,,,,,,,,,,,,
NE,105068,1.5,1.3,1.8,2003,medi,Medicaid,Nebraska,NE-Nebraska,158,104910,0.001503788,0.000234304,1.269484197,1.738091849,0.030515803,0.061908151,0.001522013,0.000235007,1.287005894,1.757020501,0.012994106,0.042979499,0.001282617,0.001762148,1.282616578,1.762147899,0.017383422,0.037852101,,,,,,,,,,,,,,,,,,
NV,88989,3.7,3.3,4.1,2003,medi,Medicaid,Nevada,NV-Nevada,329,88660,0.003697086,0.000398754,3.298331825,4.095840488,0.001668175,0.004159512,0.00371851,0.000399321,3.319188717,4.11783035,0.019188717,0.01783035,0.003313872,0.00412375,3.31387183,4.123750091,0.01387183,0.023750091,,,,,,,,,,,,,,,,,,
