"State","Denominator","Prevalence","Lower.CI","Upper.CI","Year","Source","Source_Full1","State_Full1","State_Full2","Numerator_ASD","Numerator_NonASD","Proportion","Chi_Wilson_Corrected_Lower.CI","Chi_Wilson_Corrected_Upper.CI","Male.Prevalence","Male.Lower.CI","Male.Upper.CI","Female.Prevalence","Female.Lower.CI","Female.Upper.CI","Non.hispanic.white.Prevalence","Non.hispanic.white.Lower.CI","Non.hispanic.white.Upper.CI","Non.hispanic.black.Prevalence","Non.hispanic.black.Lower.CI","Non.hispanic.black.Upper.CI","Hispanic.Prevalence","Hispanic.Lower.CI","Hispanic.Upper.CI","Asian.or.Pacific.Islander.Prevalence","Asian.or.Pacific.Islander.Lower.CI","Asian.or.Pacific.Islander.Upper.CI","Source_UC","Source_Full3","Prevalence_Risk2","Prevalence_Risk4","Year_Factor"
"WY",33643,3.2,2.7,3.9,2004,"medi","Medicaid","Wyoming","WY-Wyoming",108,33535,0.003210177,2.646345534,3.890223066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2004"
"AL",330980,19.8,19.4,20.3,2005,"medi","Medicaid","Alabama","AL-Alabama",6553,324427,0.019798779,19.32823384,20.28050701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","High","2005"
"AK",60366,5.3,4.7,5.9,2005,"medi","Medicaid","Alaska","AK-Alaska",320,60046,0.005300997,4.744543045,5.921307777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"AZ",475755,4.9,4.7,5.1,2005,"medi","Medicaid","Arizona","AZ-Arizona",2331,473424,0.004899581,4.704096415,5.103102519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"AR",317561,4.5,4.2,4.7,2005,"medi","Medicaid","Arkansas","AR-Arkansas",1429,316132,0.004499923,4.271520577,4.740393921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"CA",2832737,2.5,2.4,2.6,2005,"medi","Medicaid","California","CA-California",7082,2825655,0.002500056,2.442398371,2.559066236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"CO",208987,2.8,2.6,3,2005,"medi","Medicaid","Colorado","CO-Colorado",585,208402,0.002799217,2.579362463,3.037542874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"CT",198270,0.5,0.4,0.6,2005,"medi","Medicaid","Connecticut","CT-Connecticut",99,198171,0.000499319,0.407914896,0.610572473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"DE",56660,3.7,3.2,4.2,2005,"medi","Medicaid","Delaware","DE-Delaware",210,56450,0.003706318,3.230268334,4.250843831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"DC",62544,0.9,0.7,1.1,2005,"medi","Medicaid","District of Columbia","DC-District of Columbia",56,62488,0.00089537,0.682676837,1.171442008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"FL",1109808,2.6,2.5,2.7,2005,"medi","Medicaid","Florida","FL-Florida",2886,1106922,0.00260045,2.506962846,2.697396497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"GA",751510,4,3.8,4.1,2005,"medi","Medicaid","Georgia","GA-Georgia",3006,748504,0.003999947,3.859102037,4.145885883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"HI",78809,2,1.7,2.3,2005,"medi","Medicaid","Hawaii","HI-Hawaii",158,78651,0.002004847,1.71003878,2.349184893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"ID",105721,11.8,11.1,12.4,2005,"medi","Medicaid","Idaho","ID-Idaho",1248,104473,0.011804656,11.166512,12.47853358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","High","2005"
"IL",909088,2.8,2.7,3,2005,"medi","Medicaid","Illinois","IL-Illinois",2545,906543,0.002799509,2.692438606,2.910802527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"IN",431557,5.2,5,5.4,2005,"medi","Medicaid","Indiana","IN-Indiana",2244,429313,0.005199777,4.988421922,5.41998762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"IA",154384,3.7,3.4,4,2005,"medi","Medicaid","Iowa","IA-Iowa",571,153813,0.00369857,3.404761828,4.017339529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"KS",138918,6.4,6,6.8,2005,"medi","Medicaid","Kansas","KS-Kansas",889,138029,0.006399459,5.99008861,6.836360951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"KY",328498,4,3.8,4.3,2005,"medi","Medicaid","Kentucky","KY-Kentucky",1314,327184,0.004000024,3.788421332,4.223309468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"LA",548070,2.3,2.2,2.5,2005,"medi","Medicaid","Louisiana","LA-Louisiana",1261,546809,0.002300801,2.176510807,2.432118102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"MD",337905,5.8,5.5,6.1,2005,"medi","Medicaid","Maryland","MD-Maryland",1960,335945,0.005800447,5.548511518,6.063683591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"MA",350146,1.9,1.7,2,2005,"medi","Medicaid","Massachusetts","MA-Massachusetts",665,349481,0.001899208,1.758985266,2.050467623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"MI",731817,6.2,6,6.4,2005,"medi","Medicaid","Michigan","MI-Michigan",4537,727280,0.006199637,6.021700588,6.382777881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"MN",261827,11.9,11.5,12.3,2005,"medi","Medicaid","Minnesota","MN-Minnesota",3116,258711,0.011900988,11.49084622,12.32551804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","High","2005"
"MS",286454,2.4,2.2,2.5,2005,"medi","Medicaid","Mississippi","MS-Mississippi",687,285767,0.002398291,2.224037741,2.586019752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"MO",475524,4.9,4.7,5.1,2005,"medi","Medicaid","Missouri","MO-Missouri",2330,473194,0.004899858,4.704321233,5.103435959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"MT",41867,9,8.1,9.9,2005,"medi","Medicaid","Montana","MT-Montana",377,41490,0.009004705,8.132462556,9.968228901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"NE",109311,2.2,1.9,2.5,2005,"medi","Medicaid","Nebraska","NE-Nebraska",240,109071,0.00219557,1.930764092,2.495939321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"NV",94321,3.6,3.3,4,2005,"medi","Medicaid","Nevada","NV-Nevada",340,93981,0.003604712,3.236912735,4.013502242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"NH",57389,8.1,7.4,8.9,2005,"medi","Medicaid","New Hampshire","NH-New Hampshire",465,56924,0.008102598,7.393022114,8.878803427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"NJ",384814,3.4,3.3,3.6,2005,"medi","Medicaid","New Jersey","NJ-New Jersey",1308,383506,0.003399045,3.218780343,3.589293828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"NM",223693,2.6,2.4,2.8,2005,"medi","Medicaid","New Mexico","NM-New Mexico",582,223111,0.00260178,2.396904458,2.823919764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"NY",1362388,3,2.9,3.1,2005,"medi","Medicaid","New York","NY-New York",4087,1358301,0.00299988,2.909076353,3.093496818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"NC",582887,5.3,5.1,5.5,2005,"medi","Medicaid","North Carolina","NC-North Carolina",3089,579798,0.005299483,5.115484612,5.490032765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"ND",24661,9.7,8.5,11,2005,"medi","Medicaid","North Dakota","ND-North Dakota",239,24422,0.009691416,8.523779854,11.01430628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"OH",825396,3.7,3.5,3.8,2005,"medi","Medicaid","Ohio","OH-Ohio",3054,822342,0.003700042,3.570753713,3.833971589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"OK",323453,2.2,2,2.3,2005,"medi","Medicaid","Oklahoma","OK-Oklahoma",712,322741,0.002201247,2.044053088,2.370378317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"OR",180745,6.8,6.4,7.2,2005,"medi","Medicaid","Oregon","OR-Oregon",1229,179516,0.006799635,6.428428385,7.191958313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"PA",709774,5.5,5.3,5.6,2005,"medi","Medicaid","Pennsylvania","PA-Pennsylvania",3904,705870,0.005500342,5.330242752,5.675816545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"RI",76748,9.4,8.7,10.1,2005,"medi","Medicaid","Rhode Island","RI-Rhode Island",721,76027,0.009394382,8.72973754,10.10860415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"SC",371167,4.6,4.3,4.8,2005,"medi","Medicaid","South Carolina","SC-South Carolina",1707,369460,0.004599008,4.385092595,4.823241212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"SD",56222,3.1,2.6,3.6,2005,"medi","Medicaid","South Dakota","SD-South Dakota",174,56048,0.003094874,2.660211059,3.598747328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"TN",498939,1.9,1.8,2.1,2005,"medi","Medicaid","Tennessee","TN-Tennessee",948,497991,0.001900032,1.782001391,2.02579586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"TX",1770847,1.7,1.6,1.8,2005,"medi","Medicaid","Texas","TX-Texas",3010,1767837,0.001699752,1.639874691,1.761800443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"UT",101071,3.4,3,3.7,2005,"medi","Medicaid","Utah","UT-Utah",344,100727,0.003403548,3.058191201,3.787171525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"VT",51239,9.9,9.1,10.8,2005,"medi","Medicaid","Vermont","VT-Vermont",507,50732,0.009894807,9.064431041,10.79950044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"VA",355302,3.4,3.3,3.6,2005,"medi","Medicaid","Virginia","VA-Virginia",1208,354094,0.003399925,3.212450558,3.598215682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"WA",458571,2.2,2,2.3,2005,"medi","Medicaid","Washington","WA-Washington",1009,457562,0.002200314,2.067747952,2.341286322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"WV",143007,7.1,6.7,7.6,2005,"medi","Medicaid","West Virginia","WV-West Virginia",1015,141992,0.007097555,6.672121227,7.549680806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"WI",316317,5.4,5.2,5.7,2005,"medi","Medicaid","Wisconsin","WI-Wisconsin",1708,314609,0.005399647,5.148656431,5.662724053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2005"
"WY",34461,3.9,3.3,4.6,2005,"medi","Medicaid","Wyoming","WY-Wyoming",134,34327,0.003888454,3.2710818,4.618852094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2005"
"AL",326457,20.6,20.1,21.1,2006,"medi","Medicaid","Alabama","AL-Alabama",6725,319732,0.020599957,20.11680793,21.09442272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Very High","2006"
"AK",58451,6.3,5.7,7,2006,"medi","Medicaid","Alaska","AK-Alaska",368,58083,0.006295872,5.678173627,6.979323604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"AZ",472700,7.8,7.5,8,2006,"medi","Medicaid","Arizona","AZ-Arizona",3687,469013,0.007799873,7.552017865,8.055761805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"AR",332135,4.9,4.7,5.2,2006,"medi","Medicaid","Arkansas","AR-Arkansas",1627,330508,0.004898611,4.665356166,5.143389941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"CA",2799720,3,2.9,3.1,2006,"medi","Medicaid","California","CA-California",8399,2791321,0.002999943,2.936383333,3.064870024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"CO",216781,3.6,3.3,3.8,2006,"medi","Medicaid","Colorado","CO-Colorado",780,216001,0.003598101,3.352467678,3.861488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"CT",194389,2.4,2.2,2.6,2006,"medi","Medicaid","Connecticut","CT-Connecticut",467,193922,0.002402399,2.191929745,2.63276745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"DE",57289,4,3.6,4.6,2006,"medi","Medicaid","Delaware","DE-Delaware",229,57060,0.003997277,3.504631804,4.557556807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"DC",61119,1.5,1.2,1.9,2006,"medi","Medicaid","District of Columbia","DC-District of Columbia",92,61027,0.00150526,1.220303286,1.854535274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"FL",1079107,3.1,3,3.2,2006,"medi","Medicaid","Florida","FL-Florida",3345,1075762,0.003099785,2.996200334,3.206923631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"GA",707071,4.1,4,4.2,2006,"medi","Medicaid","Georgia","GA-Georgia",2899,704172,0.004100013,3.953046497,4.252392595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"HI",80003,1.7,1.5,2,2006,"medi","Medicaid","Hawaii","HI-Hawaii",136,79867,0.001699936,1.431682884,2.017084463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"ID",103457,14.2,13.5,14.9,2006,"medi","Medicaid","Idaho","ID-Idaho",1469,101988,0.014199136,13.49131836,14.94327032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","High","2006"
"IL",953558,3.3,3.2,3.4,2006,"medi","Medicaid","Illinois","IL-Illinois",3147,950411,0.003300271,3.18662488,3.417937682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"IN",440375,5.6,5.4,5.8,2006,"medi","Medicaid","Indiana","IN-Indiana",2466,437909,0.005599773,5.382535784,5.825679867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"IA",159687,6.7,6.4,7.2,2006,"medi","Medicaid","Iowa","IA-Iowa",1070,158617,0.006700608,6.309126693,7.116008292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"KS",139034,7,6.5,7.4,2006,"medi","Medicaid","Kansas","KS-Kansas",973,138061,0.006998288,6.570033276,7.454008732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"KY",324260,4.7,4.5,5,2006,"medi","Medicaid","Kentucky","KY-Kentucky",1524,322736,0.004699932,4.468814954,4.942861547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"LA",557859,2.4,2.3,2.5,2006,"medi","Medicaid","Louisiana","LA-Louisiana",1339,556520,0.002400248,2.274348937,2.533048033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"MD",337131,6,5.8,6.3,2006,"medi","Medicaid","Maryland","MD-Maryland",2023,335108,0.006000635,5.744053644,6.268537601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"MA",340954,2.2,2.1,2.4,2006,"medi","Medicaid","Massachusetts","MA-Massachusetts",750,340204,0.00219971,2.046550395,2.364191693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"MI",755584,6.7,6.5,6.9,2006,"medi","Medicaid","Michigan","MI-Michigan",5062,750522,0.006699454,6.517356293,6.886585032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"MN",261461,13.4,13,13.8,2006,"medi","Medicaid","Minnesota","MN-Minnesota",3504,257957,0.013401616,12.96607829,13.85151461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","High","2006"
"MS",271683,2.7,2.5,2.9,2006,"medi","Medicaid","Mississippi","MS-Mississippi",734,270949,0.002701678,2.511625291,2.905926227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"MO",433668,6,5.8,6.2,2006,"medi","Medicaid","Missouri","MO-Missouri",2602,431066,0.005999982,5.773339446,6.235419241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"MT",41132,10.8,9.8,11.8,2006,"medi","Medicaid","Montana","MT-Montana",444,40688,0.010794515,9.828976186,11.85253387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","High","2006"
"NE",109768,2.6,2.3,2.9,2006,"medi","Medicaid","Nebraska","NE-Nebraska",285,109483,0.002596385,2.307958124,2.920151167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"NV",90241,5.3,4.8,5.8,2006,"medi","Medicaid","Nevada","NV-Nevada",478,89763,0.005296927,4.838640453,5.79782214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"NH",58108,9.3,8.5,10.1,2006,"medi","Medicaid","New Hampshire","NH-New Hampshire",540,57568,0.009293041,8.536427295,10.11524465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"NJ",403013,4.2,4,4.4,2006,"medi","Medicaid","New Jersey","NJ-New Jersey",1693,401320,0.004200857,4.004632576,4.406591895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"NM",217172,2.5,2.3,2.7,2006,"medi","Medicaid","New Mexico","NM-New Mexico",543,216629,0.002500322,2.296694631,2.721742556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"NY",1307202,3.4,3.3,3.5,2006,"medi","Medicaid","New York","NY-New York",4444,1302758,0.003399628,3.300917357,3.501267732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"NC",619018,5.8,5.6,6,2006,"medi","Medicaid","North Carolina","NC-North Carolina",3590,615428,0.005799508,5.612596327,5.99258008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"ND",23922,10.6,9.4,12,2006,"medi","Medicaid","North Dakota","ND-North Dakota",254,23668,0.010617841,9.375687723,12.01966635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","High","2006"
"OH",836357,3.9,3.8,4.1,2006,"medi","Medicaid","Ohio","OH-Ohio",3262,833095,0.003900248,3.768337631,4.036736675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"OK",330285,2.8,2.6,3,2006,"medi","Medicaid","Oklahoma","OK-Oklahoma",925,329360,0.002800612,2.624609829,2.988275911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","Low","Low","2006"
"OR",177740,7.2,6.8,7.6,2006,"medi","Medicaid","Oregon","OR-Oregon",1280,176460,0.00720153,6.816208158,7.608305919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"PA",714603,6.2,6,6.4,2006,"medi","Medicaid","Pennsylvania","PA-Pennsylvania",4431,710172,0.006200646,6.020586735,6.38603398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
"RI",76442,11.3,10.6,12.1,2006,"medi","Medicaid","Rhode Island","RI-Rhode Island",864,75578,0.011302687,10.57115032,12.08376693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","High","2006"
"SC",359964,5.4,5.2,5.6,2006,"medi","Medicaid","South Carolina","SC-South Carolina",1944,358020,0.00540054,5.164982504,5.64671524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","MEDI Medicaid","High","Medium","2006"
