"State","Denominator","Prevalence","Lower.CI","Upper.CI","Year","Source","Source_Full1","State_Full1","State_Full2","Numerator_ASD","Numerator_NonASD","Proportion","Chi_Wilson_Corrected_Lower.CI","Chi_Wilson_Corrected_Upper.CI","Male.Prevalence","Male.Lower.CI","Male.Upper.CI","Female.Prevalence","Female.Lower.CI","Female.Upper.CI","Non.hispanic.white.Prevalence","Non.hispanic.white.Lower.CI","Non.hispanic.white.Upper.CI","Non.hispanic.black.Prevalence","Non.hispanic.black.Lower.CI","Non.hispanic.black.Upper.CI","Hispanic.Prevalence","Hispanic.Lower.CI","Hispanic.Upper.CI","Asian.or.Pacific.Islander.Prevalence","Asian.or.Pacific.Islander.Lower.CI","Asian.or.Pacific.Islander.Upper.CI","State_Region","Source_UC","Source_Full3","Prevalence_Risk2","Prevalence_Risk4","Year_Factor","R10_Denominator","RMD_Year","RMD_R10_Denominator"
"OK",298071,1.5,1.3,1.6,2003,"medi","Medicaid","Oklahoma","OK-Oklahoma",447,297624,0.001499643,1.365402391,1.646886912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","MEDI","MEDI Medicaid","Low","Low",2003,5.47431972459811,-0.674490759476595,-0.123444970714405
"UT",430133,1.6,1.5,1.7,2001,"sped","Special Education Child Count","Utah","UT-Utah",688,429445,0.001599505,1.48333078,1.724668562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2001,5.63360276310308,-1.01173613921489,0.142774584032924
"PA",1664918,6.7,6.6,6.9,2007,"sped","Special Education Child Count","Pennsylvania","PA-Pennsylvania",11155,1653763,0.00670003,6.576948403,6.825392829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","SPED","SPED Special Education Child Count","High","Medium",2007,6.22139284863845,0,1.12518436428855
"CO",756813,4.9,4.7,5,2011,"sped","Special Education Child Count","Colorado","CO-Colorado",3708,753105,0.004899493,4.744023902,5.060009287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2011,5.87898858346215,0.674490759476595,0.552903022380483
"MA",347378,2.8,2.7,3,2007,"medi","Medicaid","Massachusetts","MA-Massachusetts",973,346405,0.002800983,2.62925311,2.983800007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","Low","Low",2007,5.54080231042327,0,-0.0123285294225563
"MT",132659,4.9,4.6,5.3,2015,"sped","Special Education Child Count","Montana","MT-Montana",650,132009,0.004899781,4.534471713,5.294049757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2015,5.12273671920901,1.34898151895319,-0.711067306588484
"MO",827183,5.7,5.5,5.8,2007,"sped","Special Education Child Count","Missouri","MO-Missouri",4715,822468,0.005700069,5.539516993,5.865228748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","Medium",2007,5.91760160036053,0,0.617439336244295
"KS",172602,10.5,10,11,2011,"medi","Medicaid","Kansas","KS-Kansas",1812,170790,0.01049814,10.02525731,10.99294277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","High","High",2011,5.23704582373105,0.674490759476595,-0.520015458287175
"DC",56081,5.1,4.5,5.7,2008,"sped","Special Education Child Count","District of Columbia","DC-District of Columbia",286,55795,0.005099766,4.534778389,5.733573101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2008,4.74881574908503,0.168622689869149,-1.336024459035
"TX",1710039,1.6,1.5,1.6,2004,"medi","Medicaid","Texas","TX-Texas",2736,1707303,0.001599964,1.54088227,1.6612949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","MEDI","MEDI Medicaid","Low","Low",2004,6.23300601524107,-0.505868069607446,1.14459416505061
"NJ",1191399,11.9,11.7,12.1,2013,"sped","Special Education Child Count","New Jersey","NJ-New Jersey",14178,1177221,0.011900295,11.70673213,12.09701296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","SPED","SPED Special Education Child Count","High","High",2013,6.07605723123818,1.01173613921489,0.882275993652344
"PA",714603,6.2,6,6.4,2006,"medi","Medicaid","Pennsylvania","PA-Pennsylvania",4431,710172,0.006200646,6.020586735,6.38603398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","MEDI","MEDI Medicaid","High","Medium",2006,5.8540648350972,-0.168622689869149,0.511246426332153
"FL",1079107,3.1,3,3.2,2006,"medi","Medicaid","Florida","FL-Florida",3345,1075762,0.003099785,2.996200334,3.206923631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2006,6.03306450974836,-0.168622689869149,0.810419609696948
"PA",589318,5.2,5,5.4,2001,"medi","Medicaid","Pennsylvania","PA-Pennsylvania",3064,586254,0.00519923,5.017978241,5.386962812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","MEDI","MEDI Medicaid","High","Medium",2001,5.77034970629333,-1.01173613921489,0.371328174364072
"DE",68633,5.4,4.9,6,2010,"medi","Medicaid","Delaware","DE-Delaware",371,68262,0.005405563,4.877083039,5.9901399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","Medium",2010,4.8365329826437,0.505868069607446,-1.18941724284401
"OR",522982,11.6,11.3,11.9,2008,"sped","Special Education Child Count","Oregon","OR-Oregon",6067,516915,0.011600782,11.3131923,11.89556951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","High",2008,5.71848674157244,0.168622689869149,0.28464640645291
"MI",821336,6.8,6.7,7,2009,"medi","Medicaid","Michigan","MI-Michigan",5585,815751,0.006799897,6.623859517,6.980563247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","High","Medium",2009,5.91452085881746,0.337245379738298,0.612290303116932
"IL",1871351,6.6,6.5,6.8,2009,"sped","Special Education Child Count","Illinois","IL-Illinois",12351,1859000,0.006600045,6.484775432,6.717344039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","Medium",2009,6.27215525359637,0.337245379738298,1.21002669886883
"RI",142154,5.4,5.1,5.8,2005,"sped","Special Education Child Count","Rhode Island","RI-Rhode Island",768,141386,0.005402592,5.031273807,5.800886388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","Medium",2005,5.15275908459267,-0.337245379738298,-0.660889077820897
"MS",440575,1,0.9,1,2001,"sped","Special Education Child Count","Mississippi","MS-Mississippi",441,440134,0.001000965,0.910757661,1.099978944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","Low","Low",2001,5.6440198498958,-1.01173613921489,0.160185302925233
"OH",958848,6.4,6.2,6.5,2010,"medi","Medicaid","Ohio","OH-Ohio",6137,952711,0.006400389,6.242221303,6.562524243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","High","Medium",2010,5.98174976671888,0.505868069607446,0.724654118471366
"WY",78195,3.3,3,3.8,2006,"sped","Special Education Child Count","Wyoming","WY-Wyoming",258,77937,0.003299444,2.915167264,3.733295101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2006,4.8931789839827,-0.168622689869149,-1.09474129117816
"ID",104212,20.8,19.9,21.6,2008,"medi","Medicaid","Idaho","ID-Idaho",2168,102044,0.020803746,19.9499932,21.6930217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","High","Very High",2008,5.01791773080341,0.168622689869149,-0.886257739193993
"GA",606252,2.7,2.6,2.9,2002,"medi","Medicaid","Georgia","GA-Georgia",1637,604615,0.002700197,2.571879173,2.834857307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2002,5.78265318433202,-0.843113449345744,0.39189173515527
"NY",2408209,7.4,7.3,7.5,2009,"sped","Special Education Child Count","New York","NY-New York",17821,2390388,0.007400105,7.292437307,7.509347695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","SPED","SPED Special Education Child Count","High","Medium",2009,6.38169417511399,0.337245379738298,1.39310584645184
"UT",1325,26.3,17.7,38.9,2016,"nsch","National Survey of Children's Health","Utah","UT-Utah",35,1290,0.026415094,18.73677056,36.94954032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","NSCH","NSCH National Survey of Children's Health","High","Very High",2016,3.12221587827283,1.51760420882234,-4.0546610284031
"SC",312791,3.1,3,3.4,2000,"medi","Medicaid","South Carolina","SC-South Carolina",970,311821,0.003101112,2.910719734,3.303809742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2000,5.49525424852282,-1.18035882908404,-0.0884558112257745
"OK",551673,2.8,2.7,2.9,2006,"sped","Special Education Child Count","Oklahoma","OK-Oklahoma",1545,550128,0.002800572,2.663656887,2.944456496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","SPED","SPED Special Education Child Count","Low","Low",2006,5.74168172922156,-0.168622689869149,0.323413618218058
"OH",1551479,12.5,12.3,12.7,2016,"sped","Special Education Child Count","Ohio","OH-Ohio",19393,1532086,0.012499686,12.32574795,12.67604216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","High",2016,6.19074590157933,1.51760420882234,1.07396223368995
"OR",166724,8.3,7.9,8.7,2007,"medi","Medicaid","Oregon","OR-Oregon",1384,165340,0.008301144,7.873890263,8.75121229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","High","Medium",2007,5.22199812122769,0,-0.545165610481763
"KY",328498,4,3.8,4.3,2005,"medi","Medicaid","Kentucky","KY-Kentucky",1314,327184,0.004000024,3.788421332,4.223309468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","MEDI","MEDI Medicaid","Low","Low",2005,5.51653272978132,-0.337245379738298,-0.0528917746559984
"WA",1604,21.8,13.7,34.7,2012,"nsch","National Survey of Children's Health","Washington","WA-Washington",35,1569,0.021820449,15.46929941,30.55478924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","NSCH","NSCH National Survey of Children's Health","High","Very High",2012,3.20520436394814,0.843113449345744,-3.91595725985998
"AK",54204,3.6,3.1,4.1,2001,"medi","Medicaid","Alaska","AK-Alaska",195,54009,0.00359752,3.118884534,4.147796358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2001,4.73403133660902,-1.01173613921489,-1.36073455838711
"NH",45367,4.3,3.7,4.9,2001,"medi","Medicaid","New Hampshire","NH-New Hampshire",195,45172,0.004298278,3.726568451,4.955461662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","Low","Low",2001,4.65674006146741,-1.01173613921489,-1.48991622799351
"AK",57115,3.9,3.4,4.4,2002,"medi","Medicaid","Alaska","AK-Alaska",223,56892,0.003904403,3.417067007,4.459608119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2002,4.7567501811306,-0.843113449345744,-1.3227631539634
"WI",291200,7.1,6.8,7.4,2003,"medi","Medicaid","Wisconsin","WI-Wisconsin",2068,289132,0.007101648,6.801413647,7.414960535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","High","Medium",2003,5.464191370641,-0.674490759476595,-0.140373112631417
"UT",69605,2.6,2.2,3,2000,"medi","Medicaid","Utah","UT-Utah",181,69424,0.002600388,2.241851309,3.014863442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","Low","Low",2000,4.84264043780618,-1.18035882908404,-1.17920947678645
"AK",59999,4.4,3.9,5,2004,"medi","Medicaid","Alaska","AK-Alaska",264,59735,0.004400073,3.893434649,4.971166621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2004,4.77814401208196,-0.505868069607446,-1.28700632634592
"GA",1485730,5.5,5.4,5.6,2008,"sped","Special Education Child Count","Georgia","GA-Georgia",8172,1477558,0.005500326,5.382339942,5.620877291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2008,6.17193989275956,0.168622689869149,1.04253059262155
"NV",163821,4.1,3.8,4.5,2011,"medi","Medicaid","Nevada","NV-Nevada",672,163149,0.004102038,3.801007065,4.426554705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","Low","Low",2011,5.21436957263528,0.674490759476595,-0.557915673694391
"IL",1231833,6.2,6.1,6.4,2011,"medi","Medicaid","Illinois","IL-Illinois",7637,1224196,0.006199704,6.062220161,6.340276706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","High","Medium",2011,6.09055183437506,0.674490759476595,0.906501716802518
"GA",44299,7.6,6.8,8.5,2002,"addm","Autism & Developmental Disabilities Monitoring Network","Georgia","GA-Georgia",337,43962,0.007607395,6.829192308,8.472177375,12.4,11,13.9,2.6,2.3,3.4,8.9,7.7,10.4,6.8,5.7,8,4.6,3,7.1,5,2.7,9.3,"D5 South Atlantic","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Medium",2002,4.64639392262524,-0.843113449345744,-1.50720836720536
"AR",427439,4.1,3.9,4.3,2007,"sped","Special Education Child Count","Arkansas","AR-Arkansas",1752,425687,0.00409883,3.91055823,4.296070542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","SPED","SPED Special Education Child Count","Low","Low",2007,5.63087414513753,0,0.138214076732952
"RI",136019,8.2,7.7,8.7,2007,"sped","Special Education Child Count","Rhode Island","RI-Rhode Island",1115,134904,0.008197384,7.728329623,8.694430027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","Medium",2007,5.13359957762619,0,-0.692911542118855
"NH",179644,7.6,7.2,8,2010,"sped","Special Education Child Count","New Hampshire","NH-New Hampshire",1365,178279,0.007598361,7.204491005,8.013435628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","Medium",2010,5.25441271661216,0.505868069607446,-0.49098910034255
"DC",55499,7.1,6.4,7.8,2010,"sped","Special Education Child Count","District of Columbia","DC-District of Columbia",394,55105,0.007099227,6.425468179,7.842094016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2010,4.74428515792638,0.505868069607446,-1.3435967151416
"WV",1539,26.7,18.5,38.6,2012,"nsch","National Survey of Children's Health","West Virginia","WV-West Virginia",41,1498,0.026640676,19.42120474,36.31140964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","NSCH","NSCH National Survey of Children's Health","High","Very High",2012,3.18723861983148,0.843113449345744,-3.94598451476631
"NC",1366747,8.7,8.5,8.9,2012,"sped","Special Education Child Count","North Carolina","NC-North Carolina",11891,1354856,0.00870022,8.545538764,8.857670077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2012,6.13568812929132,0.843113449345744,0.981940787078519
"NM",224864,3,2.8,3.3,2007,"medi","Medicaid","New Mexico","NM-New Mexico",675,224189,0.003001814,2.781893364,3.238882985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","Low","Low",2007,5.35191993185712,0,-0.328019284655892
"ID",66850,6.2,5.6,6.8,2000,"medi","Medicaid","Idaho","ID-Idaho",414,66436,0.006192969,5.618861938,6.824538471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","High","Medium",2000,4.825101411598,-1.18035882908404,-1.20852353176473
"CO",130820,1.9,1.7,2.2,2000,"medi","Medicaid","Colorado","CO-Colorado",249,130571,0.001903379,1.677780915,2.158700725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","Low","Low",2000,5.11667414479595,-1.18035882908404,-0.721200060684699
"SD",111786,4.9,4.5,5.3,2009,"sped","Special Education Child Count","South Dakota","SD-South Dakota",548,111238,0.004902224,4.505169882,5.3336756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2009,5.04838741622066,0.337245379738298,-0.835331876897497
"LA",513476,2.9,2.7,3,2007,"medi","Medicaid","Louisiana","LA-Louisiana",1489,511987,0.002899843,2.755489774,3.051684132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","MEDI","MEDI Medicaid","Low","Low",2007,5.71052014937215,0,0.271331350133538
"NJ",1576,27.3,17.1,43.2,2012,"nsch","National Survey of Children's Health","New Jersey","NJ-New Jersey",43,1533,0.027284264,20.04712417,36.90992211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","NSCH","NSCH National Survey of Children's Health","High","Very High",2012,3.19755621315354,0.843113449345744,-3.92874008544073
"DC",61285,0.7,0.5,1,2003,"medi","Medicaid","District of Columbia","DC-District of Columbia",43,61242,0.00070164,0.514027527,0.954251311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2003,4.78735419043372,-0.674490759476595,-1.27161278788154
"OR",505082,4.7,4.5,4.9,2000,"sped","Special Education Child Count","Oregon","OR-Oregon",2374,502708,0.004700227,4.514360017,4.893667363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","Low","Low",2000,5.70336189149796,-1.18035882908404,0.259367312770117
"SC",645103,4.1,4,4.3,2009,"sped","Special Education Child Count","South Carolina","SC-South Carolina",2645,642458,0.00410012,3.946351928,4.259824247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2009,5.80962906155056,0.337245379738298,0.436978180576228
"WA",952192,6.1,5.9,6.2,2008,"sped","Special Education Child Count","Washington","WA-Washington",5808,946384,0.00609961,5.944682169,6.258536636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","Medium",2008,5.97872452835625,0.168622689869149,0.719597851228709
"AZ",984666,4.4,4.3,4.6,2007,"sped","Special Education Child Count","Arizona","AZ-Arizona",4333,980333,0.004400477,4.271159869,4.533675906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2007,5.99328894221793,0,0.743940253343863
"AZ",1573,19.3,11.8,31.5,2012,"nsch","National Survey of Children's Health","Arizona","AZ-Arizona",30,1543,0.019071837,13.12890075,27.46646554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","NSCH","NSCH National Survey of Children's Health","High","High",2012,3.19672872262329,0.843113449345744,-3.93012312134078
"NC",1346685,5.9,5.8,6.1,2008,"sped","Special Education Child Count","North Carolina","NC-North Carolina",7945,1338740,0.005899672,5.771363503,6.030807767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2008,6.12926602277557,0.168622689869149,0.971207124830424
"MI",1582807,3.2,3.1,3.3,2002,"sped","Special Education Child Count","Michigan","MI-Michigan",5065,1577742,0.003200011,3.112911067,3.289531281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","Low","Low",2002,6.19942796227547,-0.843113449345744,1.08847309658227
"TX",1827774,2.6,2.5,2.7,2007,"medi","Medicaid","Texas","TX-Texas",4752,1823022,0.002599884,2.526828016,2.675038098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","MEDI","MEDI Medicaid","Low","Low",2007,6.26192249521581,0,1.19292405940716
"AR",328146,6,5.8,6.3,2008,"medi","Medicaid","Arkansas","AR-Arkansas",1969,326177,0.006000378,5.740369749,6.272018621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","MEDI","MEDI Medicaid","High","Medium",2008,5.51606711470748,0.168622689869149,-0.0536699858127201
"MN",772648,6.2,6,6.4,2003,"sped","Special Education Child Count","Minnesota","MN-Minnesota",4790,767858,0.00619946,6.026241335,6.377606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","Medium",2003,5.88798168476608,-0.674490759476595,0.567933746601983
"WI",11312,7.8,6.3,9.6,2004,"addm","Autism & Developmental Disabilities Monitoring Network","Wisconsin","WI-Wisconsin",88,11224,0.007779349,6.279450322,9.622516861,12,9.4,15.2,3.7,2.4,5.6,7.4,5.9,9.3,3.6,0.9,14.4,1.6,0.2,11.2,6,2,18.7,"D3 East North Central","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Medium",2004,4.05353939645282,-0.505868069607446,-2.49808265908819
"OR",511489,7.9,7.7,8.2,2004,"sped","Special Education Child Count","Oregon","OR-Oregon",4041,507448,0.007900463,7.660545043,8.147802668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","Medium",2004,5.70883629828147,-0.505868069607446,0.268517026073504
"AR",292778,4.5,4.3,4.8,2004,"medi","Medicaid","Arkansas","AR-Arkansas",1318,291460,0.004501704,4.263971518,4.752531169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","MEDI","MEDI Medicaid","Low","Low",2004,5.4665384397444,-0.505868069607446,-0.136450311449747
"WA",958439,8.9,8.7,9,2012,"sped","Special Education Child Count","Washington","WA-Washington",8530,949909,0.008899888,8.713304891,9.090419222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","Medium",2012,5.98156447735344,0.843113449345744,0.724344432940325
"VA",1590,12.6,7.5,20.8,2012,"nsch","National Survey of Children's Health","Virginia","VA-Virginia",20,1570,0.012578616,7.909922613,19.72858829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","NSCH","NSCH National Survey of Children's Health","High","High",2012,3.20139712432045,0.843113449345744,-3.92232053399145
"WY",82126,1.2,1,1.5,2001,"sped","Special Education Child Count","Wyoming","WY-Wyoming",99,82027,0.001205465,0.984851001,1.473930062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2001,4.91448067074851,-1.01173613921489,-1.05913846981445
